CommentID,CreateTime,Content,UserName,EventID
360,2018-03-18 03:35:17,"Here I was, so convinced I was going to be the first to Yelp about this place. It was going to be like the time I started listening to the Postal Service before anyone else I knew and then they got huge I was like \Yeah I used to like them but I got kinda burned out since I've been listening to them for so long. No big deal.\"" \n\nPoint is, it's only a matter of time before more people discover this place, its totally unimpressive strip-mallified facade, but go in anyway because of a recommendation, and are BLOWN AWAY by the tasty red sauce. For selfish reasons, I hope it takes a while for that to happen so I don't have to wait to get a table. \n\nAnd the BYOB thing is no myth. Apparently they're waiting on a liquor license (which can take a while) and until then, you can bring your own booze by the truckload and there's no corkage fee. \n\nIt's a small, family-owned joint inside a strip of mostly manicure shops. Don't be put off, go and get something, anything, so long as it has red sauce, and you won't be disappointed. Scout's honor.""",l135caA4,3317
361,2018-04-09 10:27:40,The staff at Angels was so kind and compassionate with my husband and I after the loss of our baby girl.  The owner stayed after hours one night to assist us in selecting an urn for our baby.  We had been to several other mortuaries and had no help and were just left alone in a room with catalogs of urns to look through.  We had a very clear idea of what we wanted and she helped us to find it.  She also transferred our baby's remains into the new urn in a very respectful manner.  We were so glad to have found her.,s4mKmIOm,747
362,2018-03-31 01:02:49,"READ THE UPDATE AT THE END OF THIS POST!\n\nFour of us went to C4 for breakfast on Saturday. My wife and her friends have been there for breakfast several times on weekdays, so it was strange the server's only excuse for what you are about to read was \We've just started the new breakfast menu recently, so we're still working it out.\"" My wife says they have been serving this very menu for about a month, so it is hard to understand how a place that apparently has their act together for lunch and dinner can't manage a decent breakfast service.\n\nMy wife and I ordered a burrito, pancakes and red potato home fries to share. The server said they were out of reds, but the chef could still slice up some white potatoes and make some home fries. As for pancakes, they \""had made some earlier, but they were bad\"", so no pancakes for us. The home fries were half-cooked, with no browning whatsoever, totally unacceptable.\n\nOne of our guests ordered a traditional breakfast of eggs, bacon, home fries and apple juice. They were out of apple juice. The bacon was limp and soft and the home fries were half-cooked, like ours.\n\nOur other guest ordered the chiliquiles and was the only one of us happy with the breakfast. One out of four is not good enough! \n\nI have never been to any restaurant that serves breakfast, but does not have the most common items (listed on their menu), such as home fries, pancakes or the juice the server offered. What a shame - 50 bucks for a bad start to a good day. Somebody needs to do do a better job of ordering and prepping.\n\nUPDATE: The apology I have received from the owner since my first post is all it takes for me to accept that this was a rare incident, probably just \""one of those days\"". Since my wife had not previously had a problem on any of her previous visits, she was quite embarrassed when she finally convinced me to give the place a try and then something like this happens. Mistakes happen and good restaurants correct them. I now think it fair to post the rating my wife would give them based on her past experience, and that would be 4 star.""",tIPwiFV3,3902
363,2018-06-09 15:28:15,"CHEAP VODKA, MAD DOG IN COLORS, AND SMOKES. WHAT ELSE DOES AN ASU UNDERGRAD ON SEMESTER 6 OF HIS SENIOR YEAR NEED?\n\nTHE GOOD\n--with the power of the alcohol lobby, these liquories have the immortality of a cockroach. with a never ending supply of \thirsty\"" students, who cares if the place hasn't seen a mop in 20 years.\n--firmly planted in the heart of Sin City, you can't go wrong with cheap booze. the cheaper the better.\n--do they have a frequent buyer card?\n\nTHE BAD\n--wine selection hasn't changed in ten years. That '96 Beringer cab isn't a special reserve; it's really been there since '97.\n--sideways squeeze through the \""pricier\"" spirits aisles evokes Hoarders memories: be sure to inspect the cork before departure.\n\nTHE UGLY\n--a new hoagies corner emerges, but this place is filthy. EW.\n\nwait and see, and check the food inspectors' report frequently.""",8ocPOonE,3141
364,2018-01-18 14:23:17,I decided to get some take out at India Gate during my lunch break. I was really hoping for a great (or even just good) meal since I love Indian food,uAkP9twO,838
365,2018-04-30 16:35:56,My 3 children actually beg me to go to the dentist!!  That sounds crazy I know but once you walk into Dr. Libbys office you see why.  She has all the space pad fun stuff to play on computer games and the tokens for prizes afterwards.  What is by far the best is her kind and gentle manner that she has. She just recently had movie tickets available for the new cars movie just out in the theaters to her patients and 1 parent.  The entire movie theater was filled with just her patients!  She also does a lot for the community and with the movie tickets asked for a donation for a homeless shelter for kids that she supports.  Truly a great dentist and humanitarian,6i4JF3C0,4007
366,2018-02-23 00:36:14,Ok,WLVtBqz9,997
367,2018-02-03 20:27:09,I yelped it before we got to Arizona and really wanted to come here and try their drinks and see how this place was like. This place was walking distance for boyfriend and I. We came in here from the back door and the owner greeted us and asked how we were. :) the place was artistic. He said mind as well make it feel like home. It was quite and there were people studying and such. And yes,r2gwMUA7,1326
368,2018-02-01 13:27:39,Love this place. it is so peaceful and beautiful.  Came here as part of a large business function.  We were taken on a quick tour of the trails.  I've been here previously and taken in the butterfly garden (totally worth the extra you pay).  It has rotating events and art that is changing.  I love coming here for the special events such as Chocolate and Chile fest.  Getting a drink in one of the gardens and watching the sun set is one of the most relaxing and romantic ways to spend a quiet evening.  A must see for locals and guests alike.,zzNbBc4e,2557
369,2018-01-20 13:57:08,Decor  functional \nStaff friendly and are really kind to our toddler\nfood rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else,n8W8Aeid,228
370,2018-03-08 12:01:54,I came here in September and took the 90-minute tour.  Even if you're not too familiar with Frank Lloyd Wright and his work,e2O9r5iZ,3499
371,2018-01-19 08:48:39,We had a group dinner here last Sunday and throroughly enjoyed all the food.  As always,pcNDgEHp,242
372,2018-03-29 18:50:48,The burgers are the best I have ever had.  My husband and I split the Peppercorn burger and by the first couple bites I wish I had gotten my own! They are juicy,ZdU8z7NA,3528
373,2018-03-21 13:12:39,"You know you are in the \South\"" when you are drinking ice tea from a jar! Well, technically I was, South Phoenix to be exact.  In fact, the tea was unsweetened! Yes, I know, a Southern faux pas! Might of been the healthiest thing one could order here.\n\nSo after waiting a few long minutes, my main feast arrived.  Where do I start? Ah, good old chicken leg, nice, small and manageable.  Done! Time for my double layer waffles topped with creamy, melty butter.  \""That's money!\"" borrowing a gleeful phrase Guy Fieri always says in his Food Network show, D, D, and D. :)\n\nSo my two other pieces were the breast and thigh.  I knew what I was getting into so I carefully avoided the glistening, crunchy evil they call: the skin.  But I did have a little and it was packed with all the great tasting herbs and spices that make up this Southern style cuisine.  That is what makes it distinct from your mainstream chains.\n\nNow, the battle between the chicken and waffle, I give the waffle a slight edge.  Its not the thick kind you might expect, but its still pretty good.  Well, all in all, I'm glad somebody in the deep South came up with this comforting duo that even my inner soul can taste.""",CmxkepLk,3986
